tipo,cidade/uf,bairro,endereço,área_total,área_construída,valor,descricao,iptu,condomínio
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,R. Giocondo,"720,00 m²","407,00 m²","R$1.595.000,00","Aceita permuta,Sala de TV,2 Suíte(s) com a/e,3 Quarto(s) com a/e,5 Vaga(s) de garagem,Área de lazer,Área de serviço,Canil,Cerca elétrica,Churrasqueira,Closet,Copa,Cozinha planejada,Despensa,Interfone,Jardim,Lavanderia,Piscina,Portão elétrico,Quarto empregada,Sauna,WC de serviço","R$ 445,57",
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,R. Giocondo Orsi,"360,00 m²","181,00 m²","R$780.000,00","Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Wc social",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Giocondo, 352","360,00 m²","161,65 m²","R$798.000,00","Sala de estar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Hermelita de Oliveira Gomes, 388","450,00 m²","180,00 m²","R$890.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,1 Suíte,2 Quarto(s),2 Vaga(s) de garagem,Alarme,Área de serviço,Árvores frutíferas,Closet,Cozinha americana,Escritório,Hall de entrada,Interfone,Lavabo,Lavanderia,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,R. João de Oliveira Lima,"370,00 m²","175,00 m²","R$670.000,00","Aceita financiamento,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s) com a/e,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Cozinha planejada,Edícula,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,R. Laura Carrara,"450,00 m²","260,00 m²","R$950.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de estar,Sala de jantar,Sala de TV,3 Suíte(s) com a/e,Sacada,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Depósito,Energia solar fotovoltaica,Escritório,Jardim,Piscina,Portão elétrico,Porteiro eletrônico,Redário",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Laura Carrara, 86","360,00 m²","214,32 m²","R$830.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,3 Quarto(s) com a/e,3 Wc social,4 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Despensa,Interfone,Jardim,Lavanderia,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Luciane, 130","360,00 m²","217,18 m²","R$795.000,00","Aceita financiamento,Água,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,3 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Escritório,Interfone,Lavabo,Lavanderia,Piscina aquecida,Portão elétrico","R$ 3.524,17",
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Lybia, 71","696,81 m²","269,00 m²","R$950.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,4 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,R. Marlene,"370,00 m²","200,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,3 Apto(s),2 Quarto(s),2 Vaga(s) de garagem,Churrasqueira,Cozinha,Depósito,Edícula,Escritório,Quarto empregada",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,R. Marlene,"360,00 m²","250,00 m²","R$600.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s),2 Varanda(s),1 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha,Cozinha planejada,Depósito,Edícula,Interfone,Jardim,Piscina,Portão elétrico,Porteiro eletrônico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,R. Marlene,"360,00 m²","250,00 m²","R$600.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s),2 Varanda(s),1 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha planejada,Depósito,Despensa,Edícula,Interfone,Jardim,Lavanderia,Piscina,Portão elétrico,Porteiro eletrônico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,R. Marlene,"369,91 m²","251,29 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,3 Apto(s),2 Quarto(s),2 Varanda(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Despensa,Edícula,Interfone,Jardim,Lavabo,Portão elétrico,Porteiro eletrônico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,R. Marlene,"360,00 m²","200,00 m²","R$700.000,00","Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,4 Vaga(s) de garagem,Copa,Cozinha,Escritório",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,R. Marlene,"360,00 m²","240,00 m²","R$620.000,00","Aceita financiamento,Sala de estar,Sala de jantar,1 Apto com a/e,2 Quarto(s),2 Varanda(s),1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,R. Marlene,"360,00 m²","142,80 m²","R$700.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Aquecedor solar,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha americana,Cozinha planejada,Depósito,Despensa,Energia solar fotovoltaica,Hidromassagem,Interfone,Jardim,Lavanderia,Piscina aquecida,Portão elétrico","R$ 2.308,00",
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Marlene, 145","360,00 m²","195,00 m²","R$599.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s),2 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha,Depósito,Despensa,Edícula,Hall de entrada,Jardim,Lavabo,Lavanderia,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Marlene, 582","360,00 m²","200,00 m²","R$700.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),4 Vaga(s) de garagem,Copa,Cozinha,Escritório",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Marlene, 632","720,00 m²","390,00 m²","R$1.800.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,2 Sala(s) de estar,Sala de jantar,Sala de TV,3 Suíte(s) com a/e,1 Quarto com a/e,2 Varanda(s),1 Wc social,1 Vaga de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Copa,Cozinha,Cozinha planejada,Depósito,Despensa,Escritório,Interfone,Jardim,Lavabo,Lavanderia,Piscina,Piscina aquecida,Quarto empregada","R$ 371,50",
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Santa Barbara, 1045","450,00 m²","207,69 m²","R$1.150.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,4 Apto(s) com a/e,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Alarme,Área de lazer,Cerca elétrica,Churrasqueira,Cozinha planejada",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Santa Bárbara, 1169","360,00 m²","179,00 m²","R$780.000,00","Água,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,2 Suíte(s) com a/e,2 Quarto(s) com a/e,4 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Despensa,Lavabo,Lavanderia,Piscina",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Santa Bárbara, 1170","360,00 m²","240,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de lazer,Área de serviço,Churrasqueira,Cozinha planejada,Despensa,Interfone,Jardim,Lavabo,Lavanderia,Piscina,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Santa Bárbara, 1344","360,00 m²","200,00 m²","R$880.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,3 Quarto(s),1 Varanda,3 Wc social,2 Vaga(s) de garagem,Área de serviço,Jardim,Lavabo",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Santa Barbara, 959","360,00 m²","166,46 m²","R$675.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de TV,1 Apto com a/e,3 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Copa,Cozinha,Lavabo,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Santa Bárbara, 971","360,00 m²","212,00 m²","R$990.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s) com a/e,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Árvores frutíferas,Churrasqueira,Cozinha,Cozinha planejada,Escritório,Interfone,Jardim,Lavabo,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","180,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Suíte(s) com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Churrasqueira,Cozinha planejada,Despensa,Edícula,Hall de entrada,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico,Porteiro eletrônico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","170,00 m²","R$1.480.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha,Despensa,Interfone,Lavabo,Lavanderia,Piscina,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","211,00 m²","R$1.350.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),2 Varanda(s),4 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Hall de entrada,Interfone,Jardim,Lavabo,Lavanderia,Piscina,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","280,00 m²","R$1.450.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Apto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Alarme,Aquecedor solar,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha,Cozinha planejada,Despensa,Interfone,Lavabo,Lavanderia,Piscina,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","211,00 m²","R$1.350.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","180,00 m²","R$650.000,00",Aceita financiamento,,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","227,32 m²","R$590.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Apto com a/e,2 Quarto(s),2 Varanda(s),2 Wc social,3 Vaga(s) de garagem,Área de lazer,Área de serviço,Churrasqueira,Copa,Cozinha,Despensa,Edícula,Hall de entrada,Jardim,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"700,00 m²",,"R$950.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s) com a/e,2 Quarto(s),Área de serviço,Churrasqueira,Cozinha,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","204,76 m²","R$770.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s) com a/e,1 Quarto,1 Varanda,2 Wc social,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Depósito,Despensa,Interfone,Jardim,Lavabo,Lavanderia,Piscina,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","211,41 m²","R$1.300.000,00","Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s) com a/e,2 Varanda(s),2 Wc social,4 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","212,00 m²","R$1.345.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Interfone,Jardim,Lavabo,Piscina aquecida",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,,"260,00 m²","R$1.500.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","211,00 m²","R$1.350.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de jantar,2 Sala(s) de TV,1 Suíte,2 Quarto(s),2 Wc social,4 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","211,00 m²","R$1.350.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,Área de lazer,Área de serviço,Árvores frutíferas,Cerca elétrica,Churrasqueira,Cozinha,Hall de entrada,Jardim,Piscina,Portão elétrico,Porteiro eletrônico",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","211,00 m²","R$1.350.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Cozinha,Hall de entrada,Interfone,Jardim,Lavabo,Lavanderia,Piscina,Portão elétrico",R$ 4.000.00,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","211,00 m²","R$1.350.000,00","Sala de estar,Sala de jantar,Sala de TV,1 Suíte,3 Quarto(s),2 Varanda(s),1 Wc social,4 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"460,00 m²","350,00 m²","R$599.000,00","Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,"360,00 m²","200,00 m²","R$690.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Sala de estar,1 Suíte com a/e,1 Quarto com a/e,2 Quarto(s),2 Varanda(s),2 Wc social,4 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Cozinha,Jardim,Lavanderia,Piscina,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi II,R. Boqueirão,"199,00 m²","120,00 m²","R$380.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Apto,3 Quarto(s),1 Wc social,1 Vaga de garagem","R$ 1.918,80",
Casa-Térrea,Campo Grande - MS,Giocondo Orsi II,"R. Boqueirão, 199","199,10 m²","122,00 m²","R$320.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,Despensa,WC de serviço","R$ 1.900,00",
Casa-Térrea,Campo Grande - MS,Giocondo Orsi II,R. José Nolasco de Sena Filho,"198,00 m²","139,00 m²","R$440.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,2 Apto(s) com a/e,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Jardim,Lavanderia,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi II,"R. Laura Carrara, 131","300,00 m²","158,00 m²","R$580.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Edícula,Interfone,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi II,"R. Olivio Valteno de Oliveira, 55","360,00 m²","180,00 m²","R$550.000,00","Aceita financiamento,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Quarto,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Despensa,Edícula,Interfone,Jardim,Lavabo,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Giocondo Orsi II,,"360,00 m²","205,00 m²","R$900.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,5 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Copa,Cozinha planejada,Interfone,Jardim,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Granja São Luiz,R. Padre Julião Urquiza,"163,54 m²","81,77 m²","R$320.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Câmeras de segurança,Cerca elétrica,Cozinha,Interfone,Jardim,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Guanandi,Av. Caramuru,"90,00 m²","45,00 m²","R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Guanandi,Av. Ezequiel Ferreira Lima,"250,00 m²","114,00 m²","R$495.000,00","Aceita financiamento,Água,Calçada,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Interfone,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Guanandi,Av. Jussara,"90,00 m²","45,00 m²","R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Guanandi,Av. Mal. Deodoro,"90,00 m²","45,00 m²","R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha",,
Casa-Térrea,Campo Grande - MS,Guanandi,Av. Mal. Deodoro,"120,00 m²","60,00 m²","R$230.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Guanandi,Av. Mal. Deodoro,"120,00 m²","60,00 m²","R$245.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de estar,3 Quarto(s),1 Wc social,1 Vaga de garagem,Cerca elétrica,Churrasqueira,Cozinha",,
Casa-Térrea,Campo Grande - MS,Guanandi,Av. Piria,"180,00 m²","89,00 m²","R$280.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha",,
Casa-Térrea,Campo Grande - MS,Guanandi,"Av. Ver. Thirson de Almeida, 400","360,00 m²",,"R$160.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,3 Sala(s) de estar,3 Quarto(s),2 Varanda(s),3 Wc social,4 Vaga(s) de garagem,Cozinha",,
Casa-Térrea,Campo Grande - MS,Guanandi,R. Airton Bacchi de Araujo,"360,00 m²","190,00 m²","R$650.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Alarme,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Copa,Cozinha planejada,Edícula,Interfone,Lavabo,Piscina,WC de serviço","R$ 2.737,74",
Casa-Térrea,Campo Grande - MS,Guanandi,R. Airton Bachi de Araújo,"180,00 m²","127,00 m²","R$400.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,Cozinha",,
Casa-Térrea,Campo Grande - MS,Guanandi,R. Airton Bachi de Araújo,"180,00 m²","127,00 m²","R$410.000,00","Aceita financiamento,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Aquecedor solar,Churrasqueira,Cozinha americana",,
Casa-Térrea,Campo Grande - MS,Guanandi,R. Altamira,"250,00 m²",,"R$160.000,00","Sala de estar,2 Quarto(s),1 Wc social",,
Casa-Térrea,Campo Grande - MS,Guanandi,"R. Amiuté, 27","360,00 m²","80,00 m²","R$150.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,WC de serviço",,
