tipo,cidade/uf,bairro,endereço,área_total,área_construída,valor,suite,quarto,wc_social,vaga,asfalto,piscina
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,480.0,400.0,1500000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,200.0,360.0,790000.0,4,0,1,0,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,210.07,930000.0,2,1,1,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,190.0,930000.0,3,0,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,190.0,930000.0,2,1,0,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,340.0,169.0,970000.0,3,0,1,3,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,300.0,950000.0,4,0,1,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,205.0,930000.0,2,1,1,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,493.95,123.53,570000.0,1,2,1,5,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,205.0,950000.0,3,0,1,2,0,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,540.0,316.0,1700000.0,2,2,1,5,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,110.0,650000.0,1,2,0,2,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,180.0,790000.0,1,1,2,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,180.0,790000.0,1,1,2,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,380.0,484.71,1500000.0,1,2,6,0,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,280.0,1200000.0,3,0,3,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,205.0,930000.0,3,0,2,2,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,384.0,169.55,590000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,152.0,899000.0,3,0,2,3,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,410.0,720.0,2300000.0,2,0,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,211.0,1350000.0,1,2,1,2,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,180.0,950000.0,4,0,1,3,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,300.0,950000.0,4,0,1,0,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,290.5,127.0,760000.0,1,1,2,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,432.0,231.0,900000.0,2,2,1,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Caixeta,360.0,180.0,950000.0,4,0,1,3,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Caixeta, 114",360.0,180.0,950000.0,0,0,3,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Chimango, 170",360.0,263.0,720000.0,2,3,2,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Cigana,720.0,410.26,1700000.0,1,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Cigana, 374",360.0,198.0,970000.0,1,2,1,0,0,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Dr Robson Benedito Maia, 443",360.0,129.3,650000.0,1,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Dr. Robison Benedito Maia,360.0,263.0,720000.0,1,2,1,2,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Dr. Robison Benedito Maia, 443",360.0,129.3,650000.0,1,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Jose Danilo Pessoa Navarro,439.41,165.5,740000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. José Joaquim da Silva,450.0,230.0,980000.0,3,1,2,2,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Luzia de Castro Coimbra, 388",360.0,159.97,600000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Madresilva,360.0,220.0,1100000.0,1,2,3,5,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Madressilva, 21",,,670000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Nagib Ourives, 129",360.0,216.0,890000.0,0,1,1,4,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Nelson Borges Barros,360.0,201.0,930000.0,2,1,1,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Nelson Borges de Barros,360.0,205.0,930000.0,1,1,1,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Nelson Borges de Barros,360.0,190.0,930000.0,1,1,2,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Nelson Borges de Barros,360.0,160.0,700000.0,1,2,2,5,0,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Nelson Borges de Barros,360.0,217.0,990000.0,0,2,1,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Nelson Borges de Barros,457.0,333.0,1850000.0,4,0,0,4,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Nelson Borges de Barros,360.0,185.0,700000.0,1,2,2,3,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Nelson Borges de Barros, 20",360.0,191.0,930000.0,2,1,1,4,0,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Nelson Borges de Barros, 20",360.0,205.0,930000.0,2,0,0,2,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Nelson Borges de Barros, 20",360.0,205.0,930000.0,0,1,1,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Nélson Borges de Barros, 328",,,950000.0,1,2,6,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Passiflora, 56",360.0,180.0,635000.0,1,2,2,4,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Perpétua,1080.0,450.0,1900000.0,0,0,1,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Perpétua, 151",1080.0,450.0,1900000.0,1,0,0,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Preciosa, 20",360.0,134.96,790000.0,0,2,2,0,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Salsa Parrilha, 274",360.0,240.0,750000.0,0,4,2,6,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,R. Sombreiro,,,980000.0,0,2,1,2,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Sombreiro, 406",480.0,118.0,740000.0,0,1,1,5,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Sombreiro, 406",480.0,118.0,750000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,"R. Vicente Lopes Gondin, 330",500.0,124.0,570000.0,0,0,0,0,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,300.0,1000000.0,4,0,2,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,189.05,550000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,190.0,930000.0,2,1,1,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,190.0,990000.0,0,1,1,2,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,190.0,930000.0,2,1,1,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,190.0,930000.0,2,1,2,4,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,215.0,930000.0,1,1,1,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,200.0,930000.0,0,0,1,4,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,215.0,930000.0,1,1,1,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,190.0,990000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,150.0,650000.0,0,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,190.0,990000.0,1,1,1,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,400.0,300.0,1490000.0,1,0,0,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,190.0,930000.0,0,0,1,4,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,190.0,930000.0,2,1,1,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,250.0,930000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,205.0,930000.0,2,1,2,2,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,179.43,1360000.0,3,0,1,4,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,152.0,900000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,160.0,750000.0,0,1,2,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,128.0,630000.0,0,2,0,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,360.0,156.28,900000.0,1,2,1,4,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque II,,720.0,,1700000.0,1,2,2,4,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,"Av. Santa Luzia, 657",583.3,244.0,750000.0,0,2,1,0,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,"R. José Danilo Pessoa Navarro, 184",533.72,230.47,850000.0,1,0,1,4,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,"R. Olavo Pereira da Silva, 234",340.0,170.0,970000.0,3,0,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,R. Sacadura Cabral,360.0,248.6,1200000.0,4,0,0,2,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,R. Torquato de Camillo,513.71,253.8,990000.0,1,1,1,6,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,R. Vicente Lopes Gondim,290.0,510.0,2500000.0,0,2,2,6,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,"R. Vicente Lopes Gondin, 129",432.42,218.08,935000.0,0,2,1,3,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,"R. Vicente Lopes Gondin, 129",432.42,218.08,970000.0,0,2,1,3,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,"R. Vicente Lopes Gondin, 27",254.72,129.0,600000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,,512.0,190.0,595000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,,340.0,170.0,970000.0,3,0,1,4,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,,198.0,95.0,420000.0,1,2,1,4,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,,340.0,170.0,970000.0,3,0,0,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,,360.0,284.0,1200000.0,1,0,0,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,,510.0,290.0,2500000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,,432.0,105.0,515000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque III,,530.0,160.0,550000.0,3,0,1,3,0,0
Casa-Térrea,Campo Grande - MS,Centenário,R. Barra da Corda,,,480000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Centenário,R. Coaraci,,,135000.0,0,2,1,1,0,0
Casa-Térrea,Campo Grande - MS,Centenário,"R. Orli, 356",200.0,65.0,165000.0,0,3,2,3,0,0
Casa-Térrea,Campo Grande - MS,Centenário,R. Regeneração,200.0,45.0,170000.0,0,2,1,3,0,0
Casa-Térrea,Campo Grande - MS,Centenário,"R. Veleiros, 371",360.0,180.0,169000.0,1,3,2,5,0,0
Casa-Térrea,Campo Grande - MS,Centenário,"R. Veleiros, 81",360.0,60.0,190000.0,0,2,1,5,0,0
Casa-Térrea,Campo Grande - MS,Centenário,,200.0,42.0,125000.0,0,2,1,1,0,0
Casa-Térrea,Campo Grande - MS,Centenário,,180.0,88.0,320000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Centenário,,180.0,74.77,330000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Centenário,,180.0,74.77,329000.0,1,2,1,3,0,0
Casa-Térrea,Campo Grande - MS,Centenário,,,,320000.0,1,3,0,0,1,0
Casa-Térrea,Campo Grande - MS,Center Park,R. das Mamonas,250.0,76.0,330000.0,0,2,1,0,0,0
Casa-Térrea,Campo Grande - MS,Center Park,,250.0,,550000.0,1,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Center Park,,250.0,125.0,595000.0,1,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Centro,Av. Ernesto Geisel,172.45,155.82,285000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Centro,"Av. Mato Grosso, 1407",564.0,270.0,1980000.0,0,3,2,4,0,0
Casa-Térrea,Campo Grande - MS,Centro,"R. 13 de Junho, 1232",260.0,116.0,330000.0,0,3,1,1,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. 13 de Junho, 1382",1296.0,484.78,2000000.0,0,5,4,5,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. 13 de Junho, 3032",408.0,185.0,1390000.0,1,0,0,4,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. 26 de Agosto,349.92,,990000.0,0,2,1,6,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. 7 de Setembro,330.0,166.6,1200000.0,1,1,0,2,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. 7 de Setembro, 1089",323.0,100.0,750000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. 7 de Setembro, 1498",438.0,,650000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Amazonas, 115",600.0,160.0,600000.0,0,1,1,3,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Antônio Maria Coelho, 1697",1500.0,600.0,4150000.0,0,0,0,9,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Antônio Maria Coelho, 608",600.0,257.22,1200000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Bahia, 2122",360.0,,420000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Centro,R. Barão de Melgaço,705.0,,800000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Centro,R. Barão do Rio Branco,232.0,200.0,350000.0,2,0,1,2,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Doutor Ferreira, 277",307.83,184.59,350000.0,0,4,2,1,1,1
Casa-Térrea,Campo Grande - MS,Centro,"R. Dr. Arlindo de Andrade, 67",711.88,150.0,500000.0,1,3,2,1,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. Dr. Ferreira,300.6,,380000.0,0,3,1,1,0,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Eduardo Santos Pereira, 1646",450.0,147.0,550000.0,0,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. Espirito Santo,806.0,423.52,1500000.0,1,1,2,0,1,1
Casa-Térrea,Campo Grande - MS,Centro,R. General Mello,516.0,300.0,500000.0,1,1,1,2,1,1
Casa-Térrea,Campo Grande - MS,Centro,R. General Mello,,,500000.0,1,1,1,2,0,1
Casa-Térrea,Campo Grande - MS,Centro,R. Jaceguaí,202.4,111.15,550000.0,1,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. Joaquim Murtinho,300.0,150.0,525000.0,0,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Joaquim Murtinho, 47",510.0,176.69,1050000.0,0,3,1,10,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Joel Dibo, 206",300.0,150.0,340000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Joel Dibo, 249",996.0,512.0,1500000.0,0,0,0,2,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. José Antônio, 1509",400.0,96.0,850000.0,0,4,2,1,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. Júpiter,450.0,150.0,600000.0,1,2,0,7,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Maracaju, 819",400.0,288.61,950000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Centro,R. Padre João Crippa,480.0,,685000.0,0,4,2,2,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. Padre João Crippa,1234.32,425.32,1800000.0,0,2,1,12,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. Padre João Crippa,400.0,,590000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Padre João Crippa, 2171",340.0,,600000.0,0,3,2,1,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Padre João Crippa, 2254",384.0,207.0,950000.0,0,1,1,5,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Padre João Crippa, 2392",395.0,175.42,630000.0,0,3,1,6,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. Pedro Celestino,600.0,,617000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Pedro Celestino, 2406",80.0,68.85,190000.0,0,2,1,0,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Pedro Celestino, 303",360.0,270.0,448000.0,0,3,1,1,0,1
Casa-Térrea,Campo Grande - MS,Centro,"R. Pedro Celestino, 468",430.0,182.0,685000.0,0,2,1,4,0,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Pimenta Bueno, 43",360.0,208.05,447500.0,1,3,1,5,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Rio Grande do Sul, 548",,,3500000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Centro,R. Rui Barbosa,500.0,204.0,900000.0,1,1,1,3,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. Rui Barbosa,500.0,204.0,950000.0,1,2,0,3,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. Rui Barbosa,747.0,340.0,1600000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Rui Barbosa, 1671",522.0,,650000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Rui Barbosa, 4244",500.0,264.4,950000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Vinte e Quatro de Outubro, 333",553.8,129.86,600000.0,1,2,1,5,1,0
Casa-Térrea,Campo Grande - MS,Centro,R. Vinte e Seis de Agosto,354.75,170.03,850000.0,0,2,0,2,0,0
Casa-Térrea,Campo Grande - MS,Centro,Tv. Camões,444.0,145.33,480000.0,1,2,1,6,0,0
Casa-Térrea,Campo Grande - MS,Centro,,720.0,450.0,1100000.0,0,0,0,6,1,0
Casa-Térrea,Campo Grande - MS,Centro,,396.97,189.13,600000.0,1,1,1,5,1,1
Casa-Térrea,Campo Grande - MS,Centro,,408.0,238.3,690000.0,1,2,1,0,1,0
Casa-Térrea,Campo Grande - MS,Centro,,600.0,236.91,810000.0,0,3,1,2,1,0
Casa-Térrea,Campo Grande - MS,Centro,,170.0,128.5,350000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Centro,,1296.0,220.0,2400000.0,1,3,2,10,1,0
Casa-Térrea,Campo Grande - MS,Centro,,408.0,185.0,1350000.0,3,0,1,4,0,0
Casa-Térrea,Campo Grande - MS,Centro,,200.0,130.0,290000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,"R. Alfhazema, 33",520.0,120.0,750000.0,0,2,2,0,0,0
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,R. Cel. Cacildo Arantes,,770.0,3000000.0,3,2,1,6,0,1
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,"R. da Várzea, 28",450.0,239.0,1450000.0,2,1,0,3,1,0
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,"R. Doutor Oswaldo Arantes Filho, 964",525.0,257.47,1600000.0,1,0,1,4,1,1
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,"R. Dr Oswaldo Arantes Filho, 964",,,1600000.0,4,0,4,0,1,1
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,R. Dr. Osvaldo Arantes Filho,525.0,257.47,1600000.0,1,0,1,2,1,1
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,R. Dr. Osvaldo Arantes Filho,525.0,300.0,1500000.0,1,2,3,4,1,1
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,"R. Dr. Osvaldo Arantes Filho, 934",525.0,247.91,1500000.0,1,2,1,4,1,1
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,R. Dr. Oswaldo Arantes filho,525.0,257.47,1600000.0,4,0,1,4,1,1
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,"R. Dr. Oswaldo Arantes Filo, 964",525.0,257.47,1600000.0,1,0,0,4,1,1
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,"R. João Tessitore, 637",840.0,,900000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,"R. Profa. Elisa Silva, 119",360.0,186.5,680000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,R. Raul Pires Barbosa,364.0,200.0,1400000.0,1,2,4,0,0,0
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,,495.0,311.0,1900000.0,2,2,2,4,1,1
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,,360.0,186.5,680000.0,1,3,2,3,1,0
Casa-Térrea,Campo Grande - MS,Chácara Cachoeira,,180.0,90.0,350000.0,0,1,1,0,1,0
Casa-Térrea,Campo Grande - MS,Chácara das Mansões,,600.0,130.0,160000.0,0,3,2,2,0,0
Casa-Térrea,Campo Grande - MS,Chácara José Antônio Pereira,"R. Prudêncio Tomaz, 779",200.0,170.0,280000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Chácara Vendas,"R. Joaquim Murtinho, 1902",300.0,187.0,700000.0,0,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Chácara Vendas,,450.0,245.0,650000.0,1,2,1,4,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,Av. Centaurea,360.0,200.0,890000.0,0,0,2,2,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,Av. Centaurea,360.0,125.0,570000.0,0,2,0,6,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"Av. Centaurea, 94",207.15,207.15,1200000.0,1,3,1,1,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. Alamos,360.0,200.0,900000.0,1,2,1,4,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. Antônio Romero Ibanez, 95",450.0,160.0,800000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. Antúrio, 211",381.0,190.46,1300000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. Carvalho,360.0,165.68,790000.0,1,2,2,5,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. Carvalho,360.0,245.0,1200000.0,2,2,1,0,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. Carvalho,360.0,217.0,870000.0,1,2,2,2,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. Carvalho, 105",540.0,300.2,850000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. Carvalho, 391",360.0,217.0,870000.0,1,2,2,0,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. Carvalho, 516",1080.0,268.81,1900000.0,1,2,1,4,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. da Assembleia,360.0,190.0,850000.0,1,0,0,4,0,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. da Assembléia,360.0,235.74,800000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. da Assembléia,360.0,235.74,800000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. da Assembléia,180.0,90.0,600000.0,1,0,0,3,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. da Assembleia, 560",432.0,185.0,900000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. da Assembléia, 680",360.0,235.74,800000.0,1,2,2,2,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. da Assembleia, 695",,182.0,1260000.0,2,0,1,2,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. da Assembleia, 708",360.0,134.46,765000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. da Assembleia, 708",360.0,134.0,765000.0,0,2,0,3,0,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. da Assembleia, 750",360.0,190.0,850000.0,1,1,1,5,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. dos Alamos,360.0,207.0,750000.0,0,2,1,3,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. dos Alamos,360.0,207.0,750000.0,1,2,1,2,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. dos Álamos,380.0,207.0,750000.0,0,0,0,0,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. dos Alamos,360.0,207.0,900000.0,1,2,1,2,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. dos Álamos,360.0,180.0,900000.0,1,2,0,2,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. dos Álamos,360.0,207.0,1000000.0,1,2,1,2,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. dos Álamos, 470",360.0,203.0,900000.0,1,2,1,4,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. dos Alarmos,360.0,200.0,900000.0,1,2,1,4,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. Gardenia, 60",381.0,178.11,690000.0,1,2,3,3,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. Imbé,360.0,150.0,660000.0,1,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. Imbé,720.0,290.0,1200000.0,1,2,1,3,0,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. Imbé, 37",720.0,291.13,1300000.0,2,2,2,2,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. Imbé, 37",720.0,291.13,1300000.0,2,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. Junquilhos,360.0,70.0,500000.0,0,2,1,1,1,0
