tipo,cidade/uf,bairro,endereço,área_total,área_construída,valor,suite,quarto,wc_social,vaga,asfalto,piscina
Casa-Térrea,Campo Grande - MS,Autonomista,R. Autonomista,216.21,118.0,690000.0,1,2,1,3,1,1
Casa-Térrea,Campo Grande - MS,Autonomista,R. Santa Bárbara,168.4,108.9,480000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,"R. Vitório Zeola, 922",1070.52,345.03,2500000.0,1,0,1,4,1,1
Casa-Térrea,Campo Grande - MS,Carandá Bosque I,,360.0,210.0,1450000.0,3,0,0,3,0,0
Casa-Térrea,Campo Grande - MS,Centro,"R. Eduardo Santos Pereira, 332",640.0,361.0,1380000.0,1,2,1,3,0,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,R. Antúrio,360.0,220.0,1300000.0,1,1,1,2,1,1
Casa-Térrea,Campo Grande - MS,Cidade Jardim,"R. Tinhorão, 684",360.0,208.0,850000.0,2,1,2,7,0,0
Casa-Térrea,Campo Grande - MS,Cidade Jardim,,360.0,203.0,900000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Estrela Park,Tv. João Sanches,200.0,105.0,496000.0,1,2,1,3,0,0
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,"R. Cláudia, 595",360.0,211.0,1350000.0,1,2,1,2,1,1
Casa-Térrea,Campo Grande - MS,Giocondo Orsi,,360.0,211.0,1350000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Itanhangá Park,,780.0,400.0,2500000.0,4,0,1,4,0,0
Casa-Térrea,Campo Grande - MS,Jardim Aeroporto,,250.0,55.0,200000.0,0,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Jardim Autonomista,,411.0,202.0,850000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Jardim dos Estados,"R. Rio Doce, 370",3336.41,586.0,5700000.0,5,0,3,14,1,0
Casa-Térrea,Campo Grande - MS,Jardim Imá,,208.0,104.0,410000.0,1,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Jardim Imá,,150.0,75.0,300000.0,1,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Jardim Imá,,180.0,100.0,370000.0,1,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Jardim Imá,,302.0,149.79,850000.0,2,1,1,3,1,1
Casa-Térrea,Campo Grande - MS,Jardim Imá,,480.0,201.0,600000.0,1,3,1,2,1,0
Casa-Térrea,Campo Grande - MS,Jardim Imá,,125.0,62.0,225000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Jardim Itatiaia,R. Jorge Luiz Anchieta,360.0,267.0,1350000.0,2,0,1,3,1,1
Casa-Térrea,Campo Grande - MS,Jardim Montevidéu,R. Monte Serrat,198.0,100.0,450000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Jardim Montevidéu,,396.0,195.0,750000.0,1,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"Tv. Olivais, 17",300.0,161.0,775000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,180.0,108.0,420000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,125.0,60.0,198000.0,1,1,1,1,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,281.0,142.0,560000.0,1,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,378.0,180.0,765000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,185.0,93.0,400000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,250.0,125.0,550000.0,1,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,255.0,100.0,400000.0,2,1,1,1,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,180.0,105.0,500000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,300.0,113.0,650000.0,1,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,180.0,108.0,450000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,180.0,90.0,470000.0,1,1,1,4,1,0
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,180.0,100.0,470000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Jardim São Conrado,,198.0,97.0,360000.0,1,2,0,0,1,1
Casa-Térrea,Campo Grande - MS,Jardim Seminário,,180.0,89.0,390000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Jardim Seminário,,180.0,106.0,450000.0,1,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Jardim Seminário,,360.0,118.0,450000.0,1,2,1,5,1,0
Casa-Térrea,Campo Grande - MS,Jardim Seminário,,,,195000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Jardim Seminário,,230.0,130.0,590000.0,3,0,1,3,1,0
Casa-Térrea,Campo Grande - MS,Jardim Seminário,,160.0,82.0,280000.0,1,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Jardim Tijuca I,,198.0,114.0,520000.0,1,2,2,3,1,1
Casa-Térrea,Campo Grande - MS,Jardim TV Morena,,253.0,126.0,670000.0,1,2,2,3,0,0
Casa-Térrea,Campo Grande - MS,Loteamento Água Limpa Park,,360.0,165.0,920000.0,3,0,0,4,1,1
Casa-Térrea,Campo Grande - MS,Monte Castelo,Av. Monte Castelo,200.0,100.0,650000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Monte Castelo,Av. Pres. Castelo Branco,200.0,100.0,650000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Carlos Fortunato Paiva,200.0,100.0,650000.0,1,2,0,2,1,0
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Carlos Fortunato Paiva, 66",200.0,99.64,650000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Monte Castelo,R. Zilca Pimentel Paiva,200.0,100.0,650000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Monte Castelo,"R. Zilca Pimentel Paiva, 148",200.0,100.0,650000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Monte Castelo,,200.0,100.0,650000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Parque Rita Vieira,R. Rotterdan,180.0,89.0,400000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Parque Rita Vieira,,360.0,160.0,920000.0,1,0,1,2,0,0
Casa-Térrea,Campo Grande - MS,Pioneiros,,360.0,220.0,850000.0,1,2,2,3,1,1
Casa-Térrea,Campo Grande - MS,Pioneiros,,360.0,180.0,850000.0,1,2,2,3,1,1
Casa-Térrea,Campo Grande - MS,Porto Belo,"R. Domingos de Moraes, 62",360.0,192.57,650000.0,2,2,2,5,0,0
Casa-Térrea,Campo Grande - MS,Pq. Residencial União,"R. João Ribeiro Guimarães, 150",360.0,135.63,390000.0,1,2,0,0,1,0
Casa-Térrea,Campo Grande - MS,Residencial Búzios,,360.0,108.0,370000.0,1,0,0,2,1,0
Casa-Térrea,Campo Grande - MS,Residencial Figueiras do Parque,,,,250000.0,0,2,1,2,0,0
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,180.0,90.0,375000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,120.0,60.0,260000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,140.0,70.0,370000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,100.0,54.0,250000.0,1,1,1,1,1,0
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,122.5,60.6,260000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,140.0,75.0,290000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,120.0,60.0,215000.0,1,1,1,1,1,0
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,250.0,125.0,500000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,300.0,116.0,480000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,122.5,61.3,290000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Residencial Sírio Libanês I,,275.0,145.0,650000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Rita Vieira,"Av. Mariza Andrade Ribeiro, 1010",360.0,180.0,1100000.0,1,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Rita Vieira,R. Ana Basília,225.0,112.0,589000.0,1,2,2,3,1,0
Casa-Térrea,Campo Grande - MS,Rita Vieira,"R. Vilma Andrade Costa, 821",300.0,160.0,920000.0,1,2,3,3,0,0
Casa-Térrea,Campo Grande - MS,Rita Vieira,"R. Vilma Andrade Costa, 821",300.0,160.0,920000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Rita Vieira,"R. Vilma Andrade Costa, 821",300.0,160.0,920000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Rita Vieira,,225.0,112.0,550000.0,1,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Rita Vieira,,360.0,160.0,920000.0,3,0,0,4,1,0
Casa-Térrea,Campo Grande - MS,Rita Vieira,,300.0,150.0,920000.0,1,2,2,3,1,0
Casa-Térrea,Campo Grande - MS,Santa Carmélia,,180.0,106.0,470000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Santa Carmélia,,90.0,45.0,200000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Santa Carmélia,,189.0,113.34,370000.0,1,2,0,1,1,0
Casa-Térrea,Campo Grande - MS,Santo Amaro,,180.0,100.0,450000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Santo Amaro,,216.0,105.0,399000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Santo Amaro,,180.0,110.0,490000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Santo Amaro,,180.0,91.0,420000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Santo Amaro,,330.0,112.0,500000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Santo Amaro,,198.0,113.0,430000.0,2,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Santo Amaro,,92.76,55.0,220000.0,1,1,1,1,1,0
Casa-Térrea,Campo Grande - MS,Santo Amaro,,180.0,,380000.0,1,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Santo Antônio,,240.0,120.0,720000.0,3,0,0,2,1,0
Casa-Térrea,Campo Grande - MS,Santo Antônio,,312.0,140.0,590000.0,1,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Santo Antônio,,238.0,136.0,620000.0,1,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Santo Antônio,,208.0,104.0,430000.0,2,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Santo Antônio,,225.0,112.0,490000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Santo Antônio,,145.0,72.5,290000.0,1,1,1,1,1,0
Casa-Térrea,Campo Grande - MS,Santo Antônio,,162.5,96.0,380000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,São Francisco,,360.0,135.0,750000.0,1,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Silvia Regina,,100.0,51.0,200000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Tiradentes,,232.0,114.0,560000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Universitário,,360.0,210.0,870000.0,2,2,3,3,1,0
Casa-Térrea,Campo Grande - MS,Universitário,,198.0,102.48,420000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Vila Albuquerque,"R. Joaquim Manoel de Souza, 351",360.0,280.0,890000.0,1,1,2,4,0,0
Casa-Térrea,Campo Grande - MS,Vila Célia,,360.0,180.0,850000.0,1,2,1,2,0,0
Casa-Térrea,Campo Grande - MS,Vila Morumbi,,360.0,161.0,1390000.0,1,2,0,4,1,0
Casa-Térrea,Campo Grande - MS,Vila Nasser,,250.0,102.0,570000.0,1,2,1,3,1,1
Casa-Térrea,Campo Grande - MS,Vila Planalto,Av. América,382.0,129.0,800000.0,1,2,1,4,1,1
Casa-Térrea,Campo Grande - MS,Vila Planalto,"R. Feliciana Carolina, 217",360.0,,690000.0,1,2,0,2,0,0
Casa-Térrea,Campo Grande - MS,Vila Taveirópolis,,265.0,128.0,650000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Vila Vilas Boas,,330.0,175.0,1099000.0,3,0,2,4,1,0
Casa-Térrea,Campo Grande - MS,Vila Vilas Boas,,360.0,187.0,1700000.0,3,0,1,3,1,1
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Costa e Melo,90.0,45.0,180000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Costa e Melo,90.0,46.0,180000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Glaciliano Ramos,90.0,45.0,180000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Graciliano Ramos,120.0,60.0,180000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Graciliano Ramos,180.0,90.0,320000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Graciliano Ramos,360.0,235.0,550000.0,0,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Graciliano Ramos,180.0,88.9,310000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Rachel de Queiroz,180.0,90.0,320000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,Av. Tancredo Neves,112.0,56.0,190000.0,1,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"Av. Tirson de Almeida, 254",,,240000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Afelandra,303.05,40.0,128000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Antônio Albuquerque,162.0,56.27,195000.0,0,2,0,0,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Antônio de Albuquerque,162.0,,200000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Antônio Dornellas, 223",162.0,90.0,180000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Antônio Dornelles Filho, 300",200.0,80.0,224900.0,0,2,2,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Arquiteto Carlos Alberto Mafei,180.0,,190000.0,0,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Arquiteto Carlos Alberto Mafei, 216",200.0,,190000.0,1,1,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Audax Camargo César, 297",162.0,120.0,170000.0,0,2,2,3,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Autazes, 70",360.0,,280000.0,0,0,0,5,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Barrabás, 605",148.0,77.22,210000.0,1,2,1,2,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Batista,90.0,50.0,170000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Berent Friele, 100",200.0,160.0,260000.0,1,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Berta Lucia,360.0,102.0,160000.0,0,1,1,4,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Bongiavane,180.0,84.09,360000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Bongiavane,120.0,60.0,185000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Bueno, 252",,,130000.0,0,2,1,0,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Caetité, 100",,77.0,190000.0,1,2,1,1,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Cajazeira,180.0,90.0,260000.0,1,1,1,2,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Cajazeiras,180.0,90.0,290000.0,1,1,0,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Carmem Miranda,127.5,60.6,300000.0,1,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Carmem Miranda,127.5,70.7,310000.0,1,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Celso Roberto Setti, 217",250.0,90.0,180000.0,0,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Coirana,200.0,85.0,280000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. da Divisão,372.25,147.0,530000.0,1,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Darle Cury Nimer,162.0,92.0,140000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. do Principe,125.0,62.5,240000.0,1,1,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Dona Maria Bezerra,180.0,88.0,380000.0,0,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Dona Maria Bezerra,180.0,88.0,380000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Dona Maria Bezerra, 424",180.0,87.67,380000.0,1,2,0,0,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. dos Mascates,360.0,110.0,130000.0,0,3,1,5,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Estevão Cruz Macedo, 70",200.0,80.0,160000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Expedicionário Alcindo Jardim Chagas,255.0,50.0,135000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Fernando de Paula, 189",200.0,135.0,300000.0,0,0,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Filipinas,,,320000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Filipinas,90.0,42.0,180000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Filipinas, 361",360.0,220.0,360000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Filipinas, 568",180.0,,280000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Flor de Maio,180.0,90.0,320000.0,1,2,1,0,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Generoso de Albuquerque, 293",162.0,110.0,250000.0,0,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Gruta do Maquiné,360.0,180.0,260000.0,1,4,3,7,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Gurupi,250.0,114.0,495000.0,0,2,1,3,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Hugo Dias Vieira, 173",,,220000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Independente,120.0,60.0,175000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Independente,120.0,60.0,180000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Independente,120.0,60.0,180000.0,0,2,1,1,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Independente,120.0,60.0,180000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Independente,120.0,60.0,175000.0,0,2,1,1,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Independente,120.0,60.0,175000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Independente, 114",120.0,60.0,198000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Independente, 114",120.0,60.0,175000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Jacob Salvador Verbis,200.0,120.84,270000.0,1,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Jorge Paulo Bastos Lima,250.0,70.0,210000.0,0,3,1,4,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Jornalista Valdir,180.0,89.0,310000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Jornalista Valdir Lago,180.0,88.9,310000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Jornalista Valdir Lago, 2142",360.0,191.32,838000.0,3,0,0,4,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Jornalista Valdir Lago, 2327",180.0,88.9,310000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Jornalista Valdir Lago, 2333",180.0,88.9,310000.0,1,2,0,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. José Gilberto Abuhassan, 107",162.0,130.18,249000.0,0,3,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Júlio Manvailer,200.0,140.0,265000.0,1,3,1,2,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Laura Ashley, 60",250.0,68.0,160000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Laurindo José da Silva, 111",162.0,48.0,138000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Lazara Martins,200.0,80.0,180000.0,1,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Leonor García Rosa Píres, 447",200.0,,250000.0,0,3,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Lirío dos Campos,180.0,82.0,270000.0,1,2,1,0,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Lírio dos Campos, 550",193.6,65.0,180000.0,0,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Luiz Arruda Camargo Neto,162.0,,140000.0,0,4,3,1,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Luiz Arruda Camargo Neto, 112",,,320000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Luiz Régis Pacheco Pereira, 71",200.0,100.0,190000.0,0,2,2,3,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Luzilândia, 193",180.0,134.72,250000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Marilene Medina Carone,160.0,110.0,250000.0,0,2,1,0,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Marilene Medina Carone, 263",200.0,100.0,250000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Mauritânia, 146",180.0,80.0,195000.0,1,1,1,0,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Monsenhor Sarrion,180.0,140.0,430000.0,1,1,2,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Monsenhor Sarrion,180.0,140.0,430000.0,1,1,2,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Monsenhor Sarrion,180.0,140.0,430000.0,1,1,2,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Monsenhor Sarrion,180.0,80.0,260000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Monsenhor Sarrion,180.0,90.0,280000.0,1,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Monsenhor Sarrion, 226",180.0,80.0,260000.0,1,1,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Monsenhor Sarrion, 226",180.0,80.0,260000.0,1,1,1,1,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Neide Morkazel Blota,200.0,50.0,160000.0,0,2,1,1,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Nova Canaã, 07",360.0,174.0,370000.0,1,2,1,8,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Nova Friburgo,372.25,125.0,560000.0,1,2,1,4,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Nova Friburgo,372.0,124.8,530000.0,1,0,1,0,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Pantanal,120.0,90.0,199000.0,0,2,1,2,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Pindobaçu,119.0,54.0,250000.0,0,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Poços de Caldas,200.0,,135000.0,1,1,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Prímula,100.0,56.26,330000.0,0,0,2,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Rubiataba,180.0,110.0,280000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Rubiataba, 278",360.0,112.81,160000.0,0,0,0,0,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Seriguela, 996",,,190000.0,0,2,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Sesmária, 60",360.0,129.04,495000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Simonésia, 12",,90.0,170000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Tabajara,180.0,56.62,190000.0,0,2,1,0,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Taumaturgo,180.0,90.0,280000.0,1,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Taumaturgo,180.0,,180000.0,0,2,1,3,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Taumaturgo,,,200000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Taumaturgo,360.0,79.0,300000.0,0,2,1,2,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Taumaturgo,180.0,90.0,260000.0,0,2,1,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Taumaturgo, 941",434.0,73.0,250000.0,0,3,1,1,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Traumaturgo, 2016",360.0,150.0,350000.0,1,3,2,6,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Tritôneo,200.0,60.0,200000.0,0,2,0,2,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"R. Tropical, 72",360.0,110.0,170000.0,0,3,1,4,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,R. Volta Redonda,120.0,54.35,150000.0,0,0,0,0,0,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,Tv. Altivo Pachêco,100.0,162.0,260000.0,0,2,1,0,1,0
Casa-Térrea,Campo Grande - MS,Aero Rancho,"Tv. Geny Kelly, 34",162.0,,200000.0,0,2,2,1,1,1
