tipo,cidade/uf,bairro,endereço,área_total,área_construída,iptu,valor,descricao,condomínio
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"168,00 m²","68,45 m²",,"R$250.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"125,00 m²","63,00 m²",,"R$240.000,00","Aceita financiamento,Água,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,1 Quarto,1 Wc social,1 Vaga de garagem,Cerca elétrica",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","90,00 m²",,"R$320.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","87,67 m²",,"R$380.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha americana,Jardim,Lavabo,Lavanderia,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","90,00 m²",,"R$280.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Quarto(s),2 Varanda(s),1 Wc social,3 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","52,00 m²",,"R$185.000,00","Aceita financiamento,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,5 Vaga(s) de garagem,Cozinha,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"120,00 m²","63,00 m²",,"R$250.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","87,67 m²",,"R$380.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de estar,Sala de TV,1 Apto,2 Quarto(s),2 Wc social,3 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,,,,"R$198.000,00",,
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","83,00 m²",,"R$290.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","87,67 m²",,"R$380.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,2 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Hall de entrada,Jardim,Lavabo,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"360,00 m²","70,00 m²",,"R$180.000,00","Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de estar,1 Apto,1 Quarto,1 Wc social,5 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"120,00 m²","60,00 m²",,"R$240.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","90,00 m²",,"R$320.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rampa de acessibilidade,Sala de TV,1 Suíte,2 Quarto(s),2 Varanda(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Jardim",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"168,00 m²","68,45 m²",,"R$250.000,00","Aceita financiamento,Água,Asfalto,Muro,Piso tátil,Sala de TV,1 Suíte,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Jardim",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","93,00 m²",,"R$320.000,00","Aceita financiamento,Sala de TV,1 Suíte,2 Quarto(s),2 Varanda(s),1 Wc social,2 Vaga(s) de garagem,Academia,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Jardim",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"120,00 m²","60,00 m²",,"R$175.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"162,00 m²","30,00 m²",,"R$180.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,1 Suíte,1 Quarto,1 Wc social",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","90,00 m²",,"R$320.000,00","Aceita financiamento,Água,Asfalto,Calçada,Piso tátil,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte com a/e,3 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Interfone,Lavanderia,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","79,00 m²",,"R$300.000,00","Aceita financiamento,Água,Asfalto,Calçada,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Cerca elétrica,Cozinha,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","45,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de jantar,Sala de TV,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Alarme",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","80,00 m²",,"R$300.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Apto,1 Quarto,1 Wc social,3 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"360,00 m²","250,00 m²",,"R$630.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,2 Varanda(s),2 Wc social,6 Vaga(s) de garagem,Alarme,Área de lazer,Cerca elétrica,Churrasqueira,Copa,Cozinha planejada,Escritório,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"360,00 m²","250,00 m²",,"R$630.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,6 Vaga(s) de garagem,Alarme,Aquecedor solar,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha planejada,Edícula,Escritório,Hall de entrada,Interfone,Jardim,Lavanderia,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","78,00 m²",,"R$245.000,00","Aceita financiamento,1 Suíte,1 Quarto,1 Varanda,1 Wc social,1 Vaga de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"360,00 m²","252,00 m²",,"R$630.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Apto com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Aquecedor solar,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha planejada,Edícula,Escritório,Jardim,Lavanderia,WC de serviço",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"200,00 m²","176,00 m²",,"R$250.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Sala(s) de jantar,Sala de TV,4 Quarto(s),2 Varanda(s),2 Wc social,4 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","90,00 m²",,"R$280.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","87,67 m²",,"R$380.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","100,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha americana",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","45,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de TV,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Lavanderia,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"360,00 m²","118,94 m²",,"R$230.000,00","Água,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),2 Varanda(s),1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"360,00 m²","121,35 m²",,"R$225.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),2 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","90,00 m²",,"R$320.000,00","Aceita financiamento,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","45,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","55,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"120,00 m²","59,60 m²",,"R$240.000,00","Sala de estar,Sala de TV,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"120,00 m²","60,00 m²",,"R$175.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Piscina aquecida",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²",,,"R$320.000,00","Aceita financiamento,Asfalto,Calçada,Muro,Sala de estar,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Jardim",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","87,00 m²",,"R$380.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,WC adaptado,Sala de jantar,Sala de TV,3 Quarto(s),2 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","45,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Sala de estar,2 Quarto(s),1 Wc social,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","75,00 m²",,"R$220.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Sala de jantar,Sala de TV,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","82,00 m²",,"R$300.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","45,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","80,00 m²",,"R$300.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","45,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","100,00 m²",,"R$280.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Edícula,Porteiro eletrônico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","140,00 m²",,"R$430.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Piso tátil,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,2 Wc social,2 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Cozinha planejada,Lavabo,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","140,00 m²",,"R$430.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,2 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","45,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"120,00 m²","62,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","56,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","89,00 m²",,"R$310.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","80,00 m²",,"R$300.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,1 Quarto,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","90,00 m²",,"R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,1 Suíte,1 Quarto,1 Varanda,1 Wc social,1 Vaga de garagem,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"125,00 m²","62,00 m²",,"R$260.000,00","Aceita financiamento,Água,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"160,00 m²","67,50 m²",,"R$200.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"160,00 m²","120,00 m²",,"R$170.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,2 Quarto(s),2 Varanda(s),1 Wc social,2 Vaga(s) de garagem,Árvores frutíferas,Churrasqueira,Cozinha,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","46,00 m²",,"R$180.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"360,00 m²","150,00 m²",,"R$350.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,Cozinha planejada",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","60,00 m²",,"R$240.000,00","Aceita financiamento,Sala de jantar,Sala de TV,2 Quarto(s) com a/e,1 Wc social,Churrasqueira,Cozinha americana,Cozinha planejada",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","56,00 m²",,"R$179.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Quarto,1 Wc social,1 Vaga de garagem,Cozinha,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"100,00 m²","50,00 m²",,"R$185.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Sala de TV,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha americana,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","89,80 m²",,"R$420.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","84,00 m²",,"R$270.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","70,00 m²",,"R$200.000,00","Aceita permuta,Asfalto,Calçada,Esgoto,Muro,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"160,00 m²","67,00 m²",,"R$220.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Varanda,2 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"120,00 m²","60,00 m²",,"R$175.000,00","Aceita financiamento,Água,Asfalto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"120,00 m²","47,00 m²",,"R$190.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","82,00 m²",,"R$290.000,00","1 Suíte,1 Quarto,3 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","87,00 m²",,"R$240.000,00","Aceita financiamento,Asfalto,Calçada,Sala de TV,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"120,00 m²","60,00 m²",,"R$175.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","80,00 m²",,"R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte com a/e,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","80,00 m²",,"R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,1 Suíte com a/e,1 Quarto,1 Wc social,3 Vaga(s) de garagem,Cozinha americana",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","88,90 m²",,"R$310.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","88,92 m²",,"R$310.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s) com a/e,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","80,00 m²",,"R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","88,90 m²",,"R$310.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","80,00 m²",,"R$260.000,00","Aceita financiamento,Asfalto,Calçada,Esgoto,Muro",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"120,00 m²","60,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"120,00 m²","60,00 m²",,"R$175.000,00","Aceita financiamento,Asfalto,Calçada,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"90,00 m²","45,00 m²",,"R$180.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","82,00 m²",,"R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha americana,Jardim,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,,,,"R$198.000,00",Aceita financiamento,
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","80,00 m²",,"R$260.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","80,00 m²",,"R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Cozinha,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","88,90 m²",,"R$310.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Cerca elétrica,Cozinha,Lavanderia",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","88,90 m²",,"R$310.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","80,00 m²",,"R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,1 Suíte,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,,,,"R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Sala de TV,1 Suíte,1 Quarto,1 Wc social,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,,,,"R$310.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Aero Rancho,,"180,00 m²","82,00 m²",,"R$290.000,00","Aceita financiamento,Sala de TV,1 Apto,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem",
