tipo,cidade/uf,bairro,endereço,área_total,área_construída,iptu,valor,descricao,condomínio
Casa-Térrea,Campo Grande - MS,Conjunto Res. Nova Olinda,"R. Samburá, 187","360,00 m²","198,73 m²",,"R$395.000,00","Sala de jantar,1 Apto com a/e,2 Quarto(s) com a/e,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Alagoas,"R. Barão de Grajaú, 440","250,00 m²",,,"R$195.000,00","Sala de estar,3 Quarto(s),1 Wc social",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Amazonas,R. Jorge Pedro Bedoglin,"420,00 m²","240,00 m²",,"R$690.000,00","Aceita financiamento,Água,Asfalto,Calçada,Sala de jantar,Sala de TV,1 Suíte com a/e,1 Apto com a/e,1 Quarto com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha planejada,Hidromassagem,Jardim,Lavabo,Lavanderia,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Amazonas,,"420,00 m²",,,"R$290.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte,1 Quarto,1 Varanda,1 Wc social,Área de serviço,Cozinha,Despensa,Edícula,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Amazonas,,,,,"R$340.000,00","Sala de TV,2 Suíte(s),1 Quarto,1 Varanda,1 Wc social,6 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Maranhão,"R. Itaparica, 1106","250,00 m²","45,09 m²",,"R$180.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Minas Gerais,R. Capiata,"250,00 m²","128,00 m²",,"R$200.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,1 Vaga de garagem",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Minas Gerais,,,,,"R$270.000,00","Sala de estar,1 Quarto,1 Varanda,1 Wc social,Cozinha",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,"Av. Aracruz, 701","375,00 m²","60,00 m²",,"R$250.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Árvores frutíferas,Cozinha",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,"Av. Aracruz, 720",,,,"R$320.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,Av. Panamericana,"103,50 m²","50,02 m²",,"R$260.000,00",,
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,Av. Panamericana,"103,50 m²","50,02 m²",,"R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de TV,1 Apto,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Cozinha,Lavanderia,WC de serviço",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,Av. Panamericana,"103,00 m²","50,02 m²",,"R$250.000,00","Aceita financiamento,Calçada,Esgoto,Rede elétrica,Sala de estar,Sala de TV,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,R. Aracruz,"250,00 m²","90,00 m²",,"R$280.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha,Edícula,Lavanderia,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,"R. Cacimbinha, 168","250,00 m²","120,00 m²",,"R$360.000,00","Água,Asfalto,Calçada,Imóvel alugado com renda,Muro,Rede elétrica,2 Sala(s) de estar,1 Suíte,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Canil,Churrasqueira,Cozinha,Despensa,Porteiro eletrônico",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,"R. Feira Nova, 275","250,00 m²","72,00 m²",,"R$290.000,00",,
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,"R. Jesuita, 17","250,00 m²","100,00 m²",Quitado,"R$190.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,3 Quarto(s),1 Varanda,2 Wc social,1 Vaga de garagem",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,R. Vassoral,"250,00 m²","116,12 m²",,"R$400.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Churrasqueira,Cozinha,Interfone,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,,"250,00 m²","110,00 m²",,"R$265.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de TV,2 Quarto(s),1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Interfone,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,,"103,50 m²","50,02 m²",,"R$260.000,00","Sala de estar,1 Suíte,1 Quarto,1 Wc social",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,,"103,50 m²","50,00 m²",,"R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Apto,1 Quarto,1 Wc social,Cerca elétrica,Cozinha",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Paraná,,"103,50 m²","50,00 m²",,"R$250.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,2 Quarto(s),2 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo Rio Grande do Sul,"R. Catipe, 48","250,00 m²","70,00 m²",,"R$410.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Imóvel alugado com renda,Muro,Rampa de acessibilidade,Rede elétrica,Sala de TV,1 Suíte,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Porteiro eletrônico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Conjunto Res. Novo São Paulo,R. Penapolis,"250,00 m²","80,00 m²",,"R$210.000,00","Aceita financiamento,Água,Asfalto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de TV,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Churrasqueira,Cozinha",
Casa-Térrea,Campo Grande - MS,Conjunto União,"Av. Otávio de Araújo, 237","200,00 m²","140,00 m²",,"R$130.000,00","Água,Muro,Rede elétrica",
Casa-Térrea,Campo Grande - MS,Conjunto União,"R. Anaurelina Pereira Morais, 685","197,00 m²","60,00 m²",,"R$230.000,00","Aceita financiamento,Água,Muro,Rede elétrica,Sala de estar,1 Apto,1 Quarto,1 Wc social,1 Vaga de garagem,Cozinha",
Casa-Térrea,Campo Grande - MS,Conjunto União,"R. Dorival Dussel, 243","200,00 m²","140,00 m²",,"R$297.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,3 Apto(s),1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Lareira,Lavabo",
Casa-Térrea,Campo Grande - MS,Conjunto União,"R. João Bosco Ferreira Flores, 25","180,00 m²","92,00 m²",,"R$199.900,00","Aceita financiamento,Aceita permuta,Água,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,1 Quarto com a/e,1 Wc social,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Depósito,Despensa,Escritório,Interfone,Jardim,Lavanderia,Portão elétrico,Porteiro eletrônico",
Casa-Térrea,Campo Grande - MS,Conjunto União,R. Otácilio de Souza,"450,00 m²","170,00 m²",,"R$490.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Apto(s) com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Cozinha planejada,Hall de entrada,Interfone,Jardim,Lavanderia,Portão elétrico,Porteiro eletrônico",
Casa-Térrea,Campo Grande - MS,Conjunto União,"R. Paulo Hideo Katayama, 276","300,00 m²","120,00 m²",,"R$300.000,00","1 Apto,2 Quarto(s),1 Varanda,1 Vaga de garagem",
Casa-Térrea,Campo Grande - MS,Conjunto União,R. Thomas Rodrigues,"200,00 m²","115,00 m²",,"R$270.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,4 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Porteiro eletrônico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Conjunto União,"R. Tomás Rodrigues da Rosa, 280",,,,"R$300.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Varanda,2 Vaga(s) de garagem,Academia,Área de lazer,Área de serviço,Copa,Cozinha,Depósito",
Casa-Térrea,Campo Grande - MS,Conjunto União,R. Zacarias de Paula Nantes,"300,00 m²","200,00 m²",,"R$398.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Sala de jantar,Sala de TV,3 Suíte(s),1 Quarto,1 Wc social,3 Vaga(s) de garagem,Closet,Copa,Cozinha,Despensa,Lavanderia",
Casa-Térrea,Campo Grande - MS,Conjunto União,,"130,00 m²","100,00 m²",,"R$220.000,00","Aceita financiamento,Aceita permuta,Água,Rede elétrica,Sala de TV,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha planejada",
Casa-Térrea,Campo Grande - MS,Conjunto União,,"200,00 m²","94,50 m²",,"R$375.000,00","Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,2 Wc social,3 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Conjunto União,,"250,00 m²","130,00 m²",,"R$300.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social",
Casa-Térrea,Campo Grande - MS,Conjunto União,,"250,00 m²",,,"R$210.000,00",,
Casa-Térrea,Campo Grande - MS,Conjunto União,,"270,00 m²","88,00 m²",,"R$251.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,2 Quarto(s),1 Varanda,1 Wc social,Área de lazer,Área de serviço,Churrasqueira,Cozinha,Jardim,Portão elétrico,Porteiro eletrônico",
Casa-Térrea,Campo Grande - MS,Conjunto União,,"508,80 m²","182,00 m²",,"R$420.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de TV,1 Suíte com a/e,1 Quarto,2 Varanda(s),1 Wc social,7 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha americana,Hall de entrada,Lavanderia,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Coophafé,R. Almirante Saddock de Sá,"360,00 m²","179,66 m²",,"R$720.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,4 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha planejada,Hall de entrada,Lavabo,Piscina",
Casa-Térrea,Campo Grande - MS,Coophafé,"R. Barão de Torre, 156","360,00 m²","215,00 m²",,"R$1.050.000,00","Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Wc social,4 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Churrasqueira,Closet,Cozinha,Interfone,Lavabo,Lavanderia,Piscina,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Coophafé,R. Kriptonio,"210,00 m²","160,00 m²",,"R$550.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Quarto com a/e,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cozinha,Depósito,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Coophafé,R. Kriptonio,"210,00 m²","144,74 m²",,"R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Sala de estar,Sala de TV,3 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Copa",
Casa-Térrea,Campo Grande - MS,Coophafé,"R. Kriptônio, 35",,"104,94 m²",,"R$345.000,00","Sala de estar,3 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Coophafé,"R. Kriptônio, 76",,,,"R$340.000,00",,
Casa-Térrea,Campo Grande - MS,Coophafé,R. Plutônio,"250,00 m²","190,00 m²","R$ 2.200,00","R$450.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,3 Quarto(s),2 Varanda(s),2 Wc social,2 Vaga(s) de garagem,Cozinha,Jardim,Lavanderia,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coophafé,"R. Plutônio, 146","250,00 m²","110,00 m²",,"R$398.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,1 Apto,2 Quarto(s),1 Vaga de garagem",
Casa-Térrea,Campo Grande - MS,Coophafé,"R. Plutonio, 45","250,00 m²","200,00 m²",,"R$490.000,00","Aceita financiamento,Água,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Academia,Área de serviço,Cozinha,Depósito,Quarto empregada",
Casa-Térrea,Campo Grande - MS,Coophafé,"R. Plutonio, 65","250,00 m²","213,94 m²",,"R$390.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,3 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Coophafé,R. Triuterio,"250,00 m²","160,00 m²",,"R$400.000,00","Asfalto,Calçada,Muro,Sala de estar,1 Apto,2 Quarto(s),1 Wc social,Cozinha,Edícula,Lavanderia",
Casa-Térrea,Campo Grande - MS,Coophafé,"R. Triutério, 136","250,00 m²","225,00 m²",,"R$500.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Quarto com a/e,2 Quarto(s),2 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Árvores frutíferas,Churrasqueira,Cozinha,Cozinha planejada,Depósito,Despensa,Edícula,Interfone,Jardim,Lavabo,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Coophafé,"R. Triuterio, 36","250,00 m²","180,00 m²","R$ 240,00","R$750.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Depósito,Interfone,Lavanderia,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coophamat,R. da Lapa,"264,33 m²","71,40 m²",,"R$280.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,3 Quarto(s),1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Coophamat,"R. da Lapa, 168","250,00 m²","200,00 m²",,"R$280.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem,Cozinha,Quarto empregada",
Casa-Térrea,Campo Grande - MS,Coophamat,"R. da Penha, 354","266,60 m²","156,69 m²",,"R$230.000,00","Sala de estar,3 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Copa,Cozinha",
Casa-Térrea,Campo Grande - MS,Coophamat,R. Domingos Tenuta,"432,00 m²","150,00 m²",,"R$320.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,3 Quarto(s),2 Varanda(s),1 Wc social,4 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Depósito,Despensa,Lavanderia,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coophamat,"R. Domingos Tenuta, 375","350,00 m²","190,00 m²",,"R$320.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Quarto com a/e,3 Quarto(s),2 Varanda(s),1 Wc social,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Árvores frutíferas,Churrasqueira,Copa,Cozinha planejada,Despensa,Escritório,Jardim,Lareira,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coophamat,"R. Domingos Tenuta, 99","360,00 m²",,,"R$250.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,5 Suíte(s),1 Apto,1 Quarto,1 Varanda,1 Wc social,1 Vaga de garagem,Área de lazer,Churrasqueira,Copa,Cozinha,Cozinha americana,Despensa,Edícula,Jardim,Portão elétrico,Quiosque,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coophamat,R. Senador Queiros,"250,00 m²","71,00 m²",,"R$280.000,00","Sala de jantar,Sala de TV,3 Quarto(s),1 Varanda,1 Wc social,6 Vaga(s) de garagem,Área de serviço,Cozinha",
Casa-Térrea,Campo Grande - MS,Coophamat,R. Senador Queiroz,"250,00 m²","127,00 m²",,"R$280.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,3 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Academia,Área de serviço,Cozinha,Edícula,Lavanderia",
Casa-Térrea,Campo Grande - MS,Coophamat,"Tv. Buritama, 35","266,00 m²",,,"R$340.000,00","Sala de estar,Sala de TV,1 Suíte com a/e,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem",
Casa-Térrea,Campo Grande - MS,Coophamat,,"330,00 m²","167,00 m²",,"R$740.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rampa de acessibilidade,Rede elétrica,Alarme,Área de lazer,Área de serviço,Câmeras de segurança,Churrasqueira,Cozinha,Cozinha planejada,Depósito,Interfone,Piscina,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coophamat,,,,,"R$750.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,6 Vaga(s) de garagem,Área de lazer,Churrasqueira,Cozinha planejada,Despensa,Hall de entrada,Interfone,Jardim,Lavanderia,Piscina aquecida,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coophamat,,"330,00 m²","160,00 m²",,"R$780.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,6 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha,Interfone,Piscina,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coopharádio,R. Arthur Vasconcelos Dias,,,,"R$395.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Interfone,Jardim,Lavanderia,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Coopharádio,R. Clorita,"360,00 m²","250,00 m²",,"R$310.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,4 Quarto(s),1 Varanda,2 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha planejada,Edícula,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coopharádio,"R. Feldspato, 112","384,00 m²","315,00 m²",,"R$570.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,2 Quarto(s) com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Alarme,Área de serviço,Câmeras de segurança,Cerca elétrica,Cozinha,Cozinha americana,Cozinha planejada,Interfone,Lavanderia,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coopharádio,"R. Feldspato, 198","384,00 m²","241,95 m²","R$ 3.020,00","R$850.000,00","Aceita financiamento,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Suíte(s),1 Apto com a/e,1 Quarto com a/e,1 Wc social,3 Vaga(s) de garagem,Alarme,Aquecedor solar,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Deck,Depósito,Edícula,Interfone,Lavanderia,Piscina,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coopharádio,R. Fields Pato,"360,00 m²","233,49 m²",,"R$385.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica",
Casa-Térrea,Campo Grande - MS,Coopharádio,"R. Hematita, 138","360,00 m²","212,50 m²",,"R$550.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Apto(s) com a/e,1 Quarto com a/e,1 Varanda,2 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha,Cozinha planejada,Despensa,Gazebo,Interfone,Jardim,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Coopharádio,"R. Hematita, 207","384,00 m²","220,00 m²",,"R$460.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha planejada,Edícula",
Casa-Térrea,Campo Grande - MS,Coopharádio,R. Magnetita,"360,00 m²","228,10 m²","R$ 1.862,00","R$450.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Sala de estar,Sala de jantar,4 Quarto(s),1 Varanda,2 Wc social,Cerca elétrica,Churrasqueira,Cozinha,Depósito,Despensa,Edícula,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coopharádio,R. Onix,"384,00 m²","190,00 m²",,"R$330.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,3 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Edícula,Jardim",
Casa-Térrea,Campo Grande - MS,Coopharádio,R. Ônix,"384,00 m²","117,01 m²",,"R$325.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de jantar,Sala de TV,3 Quarto(s),1 Varanda,1 Wc social,Academia,Árvores frutíferas,Cerca elétrica,Churrasqueira,Cozinha,Depósito,Edícula,Lavanderia,Quarto empregada,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coopharádio,"R. Opala, 24","432,00 m²","285,00 m²",,"R$350.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,2 Suíte(s),2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha,Lavanderia",
Casa-Térrea,Campo Grande - MS,Coopharádio,"R. Ortosia, 130","360,00 m²","300,00 m²",,"R$550.000,00","Asfalto,Calçada,Muro,Sala de TV,3 Suíte(s) com a/e,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Cozinha planejada,Despensa,Edícula,Portão elétrico,Quarto empregada",
Casa-Térrea,Campo Grande - MS,Coopharádio,"R. Ortosia, 139","384,00 m²","206,00 m²",,"R$500.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,3 Wc social,3 Vaga(s) de garagem,Churrasqueira",
Casa-Térrea,Campo Grande - MS,Coopharádio,"R. Ortosia, 159","384,00 m²","172,00 m²","R$ 1.900,00","R$365.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,1 Quarto com a/e,2 Quarto(s),1 Varanda,2 Wc social,6 Vaga(s) de garagem,Cozinha,Edícula",
Casa-Térrea,Campo Grande - MS,Coopharádio,,"384,00 m²","172,00 m²","R$ 1.900,00","R$335.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Imóvel alugado com renda,Muro,Rede elétrica,Sala de estar,1 Quarto com a/e,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cozinha,Edícula",
Casa-Térrea,Campo Grande - MS,Coopharádio,,"432,00 m²","226,00 m²",,"R$700.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,3 Suíte(s) com a/e,1 Varanda,2 Wc social,4 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Cozinha planejada,Escritório,Hall de entrada,Interfone,Jardim,Lavabo,Lavanderia,Piscina,Portão elétrico,WC de serviço",
Casa-Térrea,Campo Grande - MS,Coopharádio,,"360,00 m²","170,00 m²",,"R$970.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,2 Wc social,3 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Árvores frutíferas,Cerca elétrica,Churrasqueira,Closet,Cozinha,Cozinha planejada,Jardim,Lavabo,Lavanderia,Pé direito duplo,Piscina,Portão elétrico",
Casa-Térrea,Campo Grande - MS,Coopharádio,,"360,00 m²","170,00 m²",,"R$970.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Alarme,Área de lazer,Área de serviço,Churrasqueira,Closet,Cozinha planejada,Interfone,Jardim,Piscina,Portão elétrico,WC de serviço",
